Pays,Lat,Long,Date,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
Pays-Bas,52.247649,5.541246,2020-03-01,10,0,0,0.00,0.00,100.00
Pays-Bas,52.247649,5.541246,2020-02-29,6,0,0,0.00,0.00,100.00
Pays-Bas,52.247649,5.541246,2020-02-28,1,0,0,0.00,0.00,100.00
Pays-Bas,52.247649,5.541246,2020-02-27,1,0,0,0.00,0.00,100.00
Pologne,52.215933,19.134422,2020-04-28,12089,570,2655,4.72,21.96,73.32
Pologne,52.215933,19.134422,2020-04-27,11902,562,2466,4.72,20.72,74.56
Pologne,52.215933,19.134422,2020-04-26,11617,535,2265,4.61,19.50,75.90
Pologne,52.215933,19.134422,2020-04-25,11273,524,2126,4.65,18.86,76.49
Pologne,52.215933,19.134422,2020-04-24,10892,494,1944,4.54,17.85,77.62
Pologne,52.215933,19.134422,2020-04-23,10511,454,1740,4.32,16.55,79.13
Pologne,52.215933,19.134422,2020-04-22,10169,426,1513,4.19,14.88,80.93
Pologne,52.215933,19.134422,2020-04-21,9856,401,1297,4.07,13.16,82.77
Pologne,52.215933,19.134422,2020-04-20,9593,380,1133,3.96,11.81,84.23
Pologne,52.215933,19.134422,2020-04-19,9287,360,1040,3.88,11.20,84.93
Pologne,52.215933,19.134422,2020-04-18,8742,347,981,3.97,11.22,84.81
Pologne,52.215933,19.134422,2020-04-17,8379,332,866,3.96,10.34,85.70
Pologne,52.215933,19.134422,2020-04-16,7918,314,774,3.97,9.78,86.26
Pologne,52.215933,19.134422,2020-04-15,7582,286,668,3.77,8.81,87.42
Pologne,52.215933,19.134422,2020-04-14,7202,263,618,3.65,8.58,87.77
Pologne,52.215933,19.134422,2020-04-13,6934,245,487,3.53,7.02,89.44
Pologne,52.215933,19.134422,2020-04-12,6674,232,439,3.48,6.58,89.95
Pologne,52.215933,19.134422,2020-04-11,6356,208,375,3.27,5.90,90.83
Pologne,52.215933,19.134422,2020-04-10,5955,181,318,3.04,5.34,91.62
Pologne,52.215933,19.134422,2020-04-09,5575,174,284,3.12,5.09,91.78
Pologne,52.215933,19.134422,2020-04-08,5205,159,222,3.05,4.27,92.68
Pologne,52.215933,19.134422,2020-04-07,4848,129,191,2.66,3.94,93.40
Pologne,52.215933,19.134422,2020-04-06,4413,107,162,2.42,3.67,93.90
Pologne,52.215933,19.134422,2020-04-05,4102,94,134,2.29,3.27,94.44
Pologne,52.215933,19.134422,2020-04-04,3627,79,116,2.18,3.20,94.62
Pologne,52.215933,19.134422,2020-04-03,3383,71,56,2.10,1.66,96.25
Pologne,52.215933,19.134422,2020-04-02,2946,57,56,1.93,1.90,96.16
Pologne,52.215933,19.134422,2020-04-01,2554,43,47,1.68,1.84,96.48
Pologne,52.215933,19.134422,2020-03-31,2311,33,7,1.43,0.30,98.27
Pologne,52.215933,19.134422,2020-03-30,2055,31,7,1.51,0.34,98.15
Pologne,52.215933,19.134422,2020-03-29,1862,22,7,1.18,0.38,98.44
Pologne,52.215933,19.134422,2020-03-28,1638,18,7,1.10,0.43,98.47
Pologne,52.215933,19.134422,2020-03-27,1389,16,7,1.15,0.50,98.34
Pologne,52.215933,19.134422,2020-03-26,1221,16,7,1.31,0.57,98.12
Pologne,52.215933,19.134422,2020-03-25,1051,14,7,1.33,0.67,98.00
Pologne,52.215933,19.134422,2020-03-24,901,10,1,1.11,0.11,98.78
Pologne,52.215933,19.134422,2020-03-23,749,8,13,1.07,1.74,97.20
Pologne,52.215933,19.134422,2020-03-22,634,7,13,1.10,2.05,96.85
Pologne,52.215933,19.134422,2020-03-21,536,5,1,0.93,0.19,98.88
Pologne,52.215933,19.134422,2020-03-20,425,5,1,1.18,0.24,98.59
Pologne,52.215933,19.134422,2020-03-19,355,5,1,1.41,0.28,98.31
Pologne,52.215933,19.134422,2020-03-18,251,5,13,1.99,5.18,92.83
Pologne,52.215933,19.134422,2020-03-17,238,5,13,2.10,5.46,92.44
Pologne,52.215933,19.134422,2020-03-16,177,4,13,2.26,7.34,90.40
Pologne,52.215933,19.134422,2020-03-15,119,3,0,2.52,0.00,97.48
Pologne,52.215933,19.134422,2020-03-14,103,3,0,2.91,0.00,97.09
Pologne,52.215933,19.134422,2020-03-13,68,2,0,2.94,0.00,97.06
Pologne,52.215933,19.134422,2020-03-12,49,1,0,2.04,0.00,97.96
Pologne,52.215933,19.134422,2020-03-11,31,0,0,0.00,0.00,100.00
Pologne,52.215933,19.134422,2020-03-10,22,0,0,0.00,0.00,100.00
Pologne,52.215933,19.134422,2020-03-09,16,0,0,0.00,0.00,100.00
Pologne,52.215933,19.134422,2020-03-08,11,0,0,0.00,0.00,100.00
Pologne,52.215933,19.134422,2020-03-07,5,0,0,0.00,0.00,100.00
Pologne,52.215933,19.134422,2020-03-06,5,0,0,0.00,0.00,100.00
Pologne,52.215933,19.134422,2020-03-05,1,0,0,0.00,0.00,100.00
Pologne,52.215933,19.134422,2020-03-04,1,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-04-28,24322,948,1389,3.90,5.71,90.39
Portugal,39.824872,-8.408225,2020-04-27,24027,928,1357,3.86,5.65,90.49
Portugal,39.824872,-8.408225,2020-04-26,23864,903,1329,3.78,5.57,90.65
Portugal,39.824872,-8.408225,2020-04-25,23392,880,1277,3.76,5.46,90.78
Portugal,39.824872,-8.408225,2020-04-24,22797,854,1228,3.75,5.39,90.87
Portugal,39.824872,-8.408225,2020-04-23,22353,820,1201,3.67,5.37,90.96
Portugal,39.824872,-8.408225,2020-04-22,21982,785,1143,3.57,5.20,91.23
Portugal,39.824872,-8.408225,2020-04-21,21379,762,917,3.56,4.29,92.15
Portugal,39.824872,-8.408225,2020-04-20,20863,735,610,3.52,2.92,93.55
Portugal,39.824872,-8.408225,2020-04-19,20206,714,610,3.53,3.02,93.45
Portugal,39.824872,-8.408225,2020-04-18,19685,687,610,3.49,3.10,93.41
Portugal,39.824872,-8.408225,2020-04-17,19022,657,519,3.45,2.73,93.82
Portugal,39.824872,-8.408225,2020-04-16,18841,629,493,3.34,2.62,94.04
Portugal,39.824872,-8.408225,2020-04-15,18091,599,383,3.31,2.12,94.57
Portugal,39.824872,-8.408225,2020-04-14,17448,567,347,3.25,1.99,94.76
Portugal,39.824872,-8.408225,2020-04-13,16934,535,277,3.16,1.64,95.20
Portugal,39.824872,-8.408225,2020-04-12,16585,504,277,3.04,1.67,95.29
Portugal,39.824872,-8.408225,2020-04-11,15987,470,266,2.94,1.66,95.40
Portugal,39.824872,-8.408225,2020-04-10,15472,435,233,2.81,1.51,95.68
Portugal,39.824872,-8.408225,2020-04-09,13956,409,205,2.93,1.47,95.60
Portugal,39.824872,-8.408225,2020-04-08,13141,380,196,2.89,1.49,95.62
Portugal,39.824872,-8.408225,2020-04-07,12442,345,184,2.77,1.48,95.75
Portugal,39.824872,-8.408225,2020-04-06,11730,311,140,2.65,1.19,96.16
Portugal,39.824872,-8.408225,2020-04-05,11278,295,75,2.62,0.67,96.72
Portugal,39.824872,-8.408225,2020-04-04,10524,266,75,2.53,0.71,96.76
Portugal,39.824872,-8.408225,2020-04-03,9886,246,68,2.49,0.69,96.82
Portugal,39.824872,-8.408225,2020-04-02,9034,209,68,2.31,0.75,96.93
Portugal,39.824872,-8.408225,2020-04-01,8251,187,43,2.27,0.52,97.21
Portugal,39.824872,-8.408225,2020-03-31,7443,160,43,2.15,0.58,97.27
Portugal,39.824872,-8.408225,2020-03-30,6408,140,43,2.18,0.67,97.14
Portugal,39.824872,-8.408225,2020-03-29,5962,119,43,2.00,0.72,97.28
Portugal,39.824872,-8.408225,2020-03-28,5170,100,43,1.93,0.83,97.23
Portugal,39.824872,-8.408225,2020-03-27,4268,76,43,1.78,1.01,97.21
Portugal,39.824872,-8.408225,2020-03-26,3544,60,43,1.69,1.21,97.09
Portugal,39.824872,-8.408225,2020-03-25,2995,43,22,1.44,0.73,97.83
Portugal,39.824872,-8.408225,2020-03-24,2362,33,22,1.40,0.93,97.67
Portugal,39.824872,-8.408225,2020-03-23,2060,23,14,1.12,0.68,98.20
Portugal,39.824872,-8.408225,2020-03-22,1600,14,5,0.88,0.31,98.81
Portugal,39.824872,-8.408225,2020-03-21,1280,12,5,0.94,0.39,98.67
Portugal,39.824872,-8.408225,2020-03-20,1020,6,5,0.59,0.49,98.92
Portugal,39.824872,-8.408225,2020-03-19,785,3,3,0.38,0.38,99.24
Portugal,39.824872,-8.408225,2020-03-18,448,2,3,0.45,0.67,98.88
Portugal,39.824872,-8.408225,2020-03-17,448,1,3,0.22,0.67,99.11
Portugal,39.824872,-8.408225,2020-03-16,331,0,3,0.00,0.91,99.09
Portugal,39.824872,-8.408225,2020-03-15,245,0,2,0.00,0.82,99.18
Portugal,39.824872,-8.408225,2020-03-14,169,0,2,0.00,1.18,98.82
Portugal,39.824872,-8.408225,2020-03-13,112,0,1,0.00,0.89,99.11
Portugal,39.824872,-8.408225,2020-03-12,78,0,1,0.00,1.28,98.72
Portugal,39.824872,-8.408225,2020-03-11,59,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-10,41,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-09,30,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-08,30,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-07,20,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-06,13,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-05,8,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-04,5,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-03,2,0,0,0.00,0.00,100.00
Portugal,39.824872,-8.408225,2020-03-02,2,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-04-28,7449,223,2842,2.99,38.15,58.85
République Tchèque,49.816700,15.474954,2020-04-27,7445,223,2826,3.00,37.96,59.05
République Tchèque,49.816700,15.474954,2020-04-26,7404,220,2545,2.97,34.37,62.66
République Tchèque,49.816700,15.474954,2020-04-25,7352,218,2453,2.97,33.37,63.67
République Tchèque,49.816700,15.474954,2020-04-24,7273,214,2371,2.94,32.60,64.46
République Tchèque,49.816700,15.474954,2020-04-23,7187,210,2152,2.92,29.94,67.14
République Tchèque,49.816700,15.474954,2020-04-22,7132,208,1989,2.92,27.89,69.20
République Tchèque,49.816700,15.474954,2020-04-21,7033,201,1753,2.86,24.93,72.22
République Tchèque,49.816700,15.474954,2020-04-20,6900,194,1559,2.81,22.59,74.59
République Tchèque,49.816700,15.474954,2020-04-19,6746,186,1298,2.76,19.24,78.00
République Tchèque,49.816700,15.474954,2020-04-18,6606,181,1227,2.74,18.57,78.69
République Tchèque,49.816700,15.474954,2020-04-17,6549,173,1174,2.64,17.93,79.43
République Tchèque,49.816700,15.474954,2020-04-16,6433,169,972,2.63,15.11,82.26
République Tchèque,49.816700,15.474954,2020-04-15,6216,166,819,2.67,13.18,84.15
République Tchèque,49.816700,15.474954,2020-04-14,6111,161,642,2.63,10.51,86.86
République Tchèque,49.816700,15.474954,2020-04-13,6059,143,519,2.36,8.57,89.07
République Tchèque,49.816700,15.474954,2020-04-12,5991,138,464,2.30,7.74,89.95
République Tchèque,49.816700,15.474954,2020-04-11,5831,129,411,2.21,7.05,90.74
République Tchèque,49.816700,15.474954,2020-04-10,5732,119,346,2.08,6.04,91.89
République Tchèque,49.816700,15.474954,2020-04-09,5569,112,301,2.01,5.40,92.58
République Tchèque,49.816700,15.474954,2020-04-08,5312,99,233,1.86,4.39,93.75
République Tchèque,49.816700,15.474954,2020-04-07,5017,88,172,1.75,3.43,94.82
République Tchèque,49.816700,15.474954,2020-04-06,4822,78,121,1.62,2.51,95.87
République Tchèque,49.816700,15.474954,2020-04-05,4587,67,96,1.46,2.09,96.45
République Tchèque,49.816700,15.474954,2020-04-04,4472,59,78,1.32,1.74,96.94
République Tchèque,49.816700,15.474954,2020-04-03,4091,53,72,1.30,1.76,96.94
République Tchèque,49.816700,15.474954,2020-04-02,3858,44,67,1.14,1.74,97.12
République Tchèque,49.816700,15.474954,2020-04-01,3508,39,61,1.11,1.74,97.15
République Tchèque,49.816700,15.474954,2020-03-31,3308,31,45,0.94,1.36,97.70
République Tchèque,49.816700,15.474954,2020-03-30,3001,23,25,0.77,0.83,98.40
République Tchèque,49.816700,15.474954,2020-03-29,2817,16,11,0.57,0.39,99.04
République Tchèque,49.816700,15.474954,2020-03-28,2631,11,11,0.42,0.42,99.16
République Tchèque,49.816700,15.474954,2020-03-27,2279,9,11,0.39,0.48,99.12
République Tchèque,49.816700,15.474954,2020-03-26,1925,9,10,0.47,0.52,99.01
République Tchèque,49.816700,15.474954,2020-03-25,1654,6,10,0.36,0.60,99.03
République Tchèque,49.816700,15.474954,2020-03-24,1394,3,10,0.22,0.72,99.07
République Tchèque,49.816700,15.474954,2020-03-23,1236,1,7,0.08,0.57,99.35
République Tchèque,49.816700,15.474954,2020-03-22,1120,1,6,0.09,0.54,99.38
République Tchèque,49.816700,15.474954,2020-03-21,995,0,6,0.00,0.60,99.40
République Tchèque,49.816700,15.474954,2020-03-20,833,0,4,0.00,0.48,99.52
République Tchèque,49.816700,15.474954,2020-03-19,694,0,3,0.00,0.43,99.57
République Tchèque,49.816700,15.474954,2020-03-18,464,0,3,0.00,0.65,99.35
République Tchèque,49.816700,15.474954,2020-03-17,396,0,3,0.00,0.76,99.24
République Tchèque,49.816700,15.474954,2020-03-16,298,0,3,0.00,1.01,98.99
République Tchèque,49.816700,15.474954,2020-03-15,253,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-14,189,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-13,141,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-12,94,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-11,91,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-10,41,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-09,31,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-08,31,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-07,19,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-06,18,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-05,12,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-04,8,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-03,5,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-02,3,0,0,0.00,0.00,100.00
République Tchèque,49.816700,15.474954,2020-03-01,3,0,0,0.00,0.00,100.00
Roumanie,45.985212,24.685922,2020-04-28,11616,650,3404,5.60,29.30,65.10
Roumanie,45.985212,24.685922,2020-04-27,11339,641,3141,5.65,27.70,66.65
Roumanie,45.985212,24.685922,2020-04-26,11036,619,3054,5.61,27.67,66.72
Roumanie,45.985212,24.685922,2020-04-25,10635,601,2890,5.65,27.17,67.17
Roumanie,45.985212,24.685922,2020-04-24,10417,567,2817,5.44,27.04,67.51
Roumanie,45.985212,24.685922,2020-04-23,10096,545,2478,5.40,24.54,70.06
Roumanie,45.985212,24.685922,2020-04-22,9710,524,2406,5.40,24.78,69.82
Roumanie,45.985212,24.685922,2020-04-21,9242,498,2153,5.39,23.30,71.32
Roumanie,45.985212,24.685922,2020-04-20,8936,478,2017,5.35,22.57,72.08
Roumanie,45.985212,24.685922,2020-04-19,8746,451,1892,5.16,21.63,73.21
Roumanie,45.985212,24.685922,2020-04-18,8418,421,1730,5.00,20.55,74.45
Roumanie,45.985212,24.685922,2020-04-17,8067,411,1508,5.09,18.69,76.21
Roumanie,45.985212,24.685922,2020-04-16,7707,392,1357,5.09,17.61,77.31
Roumanie,45.985212,24.685922,2020-04-15,7216,372,1217,5.16,16.87,77.98
Roumanie,45.985212,24.685922,2020-04-14,6879,351,1051,5.10,15.28,79.62
Roumanie,45.985212,24.685922,2020-04-13,6633,331,914,4.99,13.78,81.23
Roumanie,45.985212,24.685922,2020-04-12,6300,316,852,5.02,13.52,81.46
Roumanie,45.985212,24.685922,2020-04-11,5990,291,758,4.86,12.65,82.49
Roumanie,45.985212,24.685922,2020-04-10,5467,270,729,4.94,13.33,81.73
Roumanie,45.985212,24.685922,2020-04-09,5202,248,647,4.77,12.44,82.80
Roumanie,45.985212,24.685922,2020-04-08,4761,220,528,4.62,11.09,84.29
Roumanie,45.985212,24.685922,2020-04-07,4417,197,460,4.46,10.41,85.13
Roumanie,45.985212,24.685922,2020-04-06,4057,176,406,4.34,10.01,85.65
Roumanie,45.985212,24.685922,2020-04-05,3864,151,374,3.91,9.68,86.41
Roumanie,45.985212,24.685922,2020-04-04,3613,146,329,4.04,9.11,86.85
Roumanie,45.985212,24.685922,2020-04-03,3183,133,283,4.18,8.89,86.93
Roumanie,45.985212,24.685922,2020-04-02,2738,115,267,4.20,9.75,86.05
Roumanie,45.985212,24.685922,2020-04-01,2460,92,252,3.74,10.24,86.02
Roumanie,45.985212,24.685922,2020-03-31,2245,82,220,3.65,9.80,86.55
Roumanie,45.985212,24.685922,2020-03-30,2109,65,209,3.08,9.91,87.01
Roumanie,45.985212,24.685922,2020-03-29,1815,43,206,2.37,11.35,86.28
Roumanie,45.985212,24.685922,2020-03-28,1452,37,139,2.55,9.57,87.88
Roumanie,45.985212,24.685922,2020-03-27,1292,26,115,2.01,8.90,89.09
Roumanie,45.985212,24.685922,2020-03-26,1029,23,94,2.24,9.14,88.63
Roumanie,45.985212,24.685922,2020-03-25,906,17,86,1.88,9.49,88.63
Roumanie,45.985212,24.685922,2020-03-24,794,11,79,1.39,9.95,88.66
Roumanie,45.985212,24.685922,2020-03-23,576,7,73,1.22,12.67,86.11
Roumanie,45.985212,24.685922,2020-03-22,433,3,64,0.69,14.78,84.53
Roumanie,45.985212,24.685922,2020-03-21,367,0,52,0.00,14.17,85.83
Roumanie,45.985212,24.685922,2020-03-20,308,0,25,0.00,8.12,91.88
Roumanie,45.985212,24.685922,2020-03-19,277,0,25,0.00,9.03,90.97
Roumanie,45.985212,24.685922,2020-03-18,260,0,19,0.00,7.31,92.69
Roumanie,45.985212,24.685922,2020-03-17,184,0,16,0.00,8.70,91.30
Roumanie,45.985212,24.685922,2020-03-16,158,0,9,0.00,5.70,94.30
Roumanie,45.985212,24.685922,2020-03-15,131,0,9,0.00,6.87,93.13
Roumanie,45.985212,24.685922,2020-03-14,123,0,9,0.00,7.32,92.68
Roumanie,45.985212,24.685922,2020-03-13,89,0,7,0.00,7.87,92.13
Roumanie,45.985212,24.685922,2020-03-12,49,0,6,0.00,12.24,87.76
Roumanie,45.985212,24.685922,2020-03-11,45,0,6,0.00,13.33,86.67
Roumanie,45.985212,24.685922,2020-03-10,25,0,3,0.00,12.00,88.00
Roumanie,45.985212,24.685922,2020-03-09,15,0,3,0.00,20.00,80.00
Roumanie,45.985212,24.685922,2020-03-08,15,0,3,0.00,20.00,80.00
Roumanie,45.985212,24.685922,2020-03-07,9,0,3,0.00,33.33,66.67
Roumanie,45.985212,24.685922,2020-03-06,9,0,1,0.00,11.11,88.89
Roumanie,45.985212,24.685922,2020-03-05,6,0,1,0.00,16.67,83.33
Roumanie,45.985212,24.685922,2020-03-04,4,0,1,0.00,25.00,75.00
Roumanie,45.985212,24.685922,2020-03-03,3,0,0,0.00,0.00,100.00
Roumanie,45.985212,24.685922,2020-03-02,3,0,0,0.00,0.00,100.00
Roumanie,45.985212,24.685922,2020-03-01,3,0,0,0.00,0.00,100.00
Roumanie,45.985212,24.685922,2020-02-29,3,0,0,0.00,0.00,100.00
Roumanie,45.985212,24.685922,2020-02-28,3,0,0,0.00,0.00,100.00
Roumanie,45.985212,24.685922,2020-02-27,1,0,0,0.00,0.00,100.00
Roumanie,45.985212,24.685922,2020-02-26,1,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-04-28,1384,20,423,1.45,30.56,67.99
Slovaquie,48.741152,19.452864,2020-04-27,1381,18,403,1.30,29.18,69.51
Slovaquie,48.741152,19.452864,2020-04-26,1379,18,394,1.31,28.57,70.12
Slovaquie,48.741152,19.452864,2020-04-25,1373,17,386,1.24,28.11,70.65
Slovaquie,48.741152,19.452864,2020-04-24,1360,17,355,1.25,26.10,72.65
Slovaquie,48.741152,19.452864,2020-04-23,1325,15,288,1.13,21.74,77.13
Slovaquie,48.741152,19.452864,2020-04-22,1244,14,284,1.13,22.83,76.05
Slovaquie,48.741152,19.452864,2020-04-21,1199,14,258,1.17,21.52,77.31
Slovaquie,48.741152,19.452864,2020-04-20,1173,13,251,1.11,21.40,77.49
Slovaquie,48.741152,19.452864,2020-04-19,1161,12,229,1.03,19.72,79.24
Slovaquie,48.741152,19.452864,2020-04-18,1089,11,213,1.01,19.56,79.43
Slovaquie,48.741152,19.452864,2020-04-17,1049,9,175,0.86,16.68,82.46
Slovaquie,48.741152,19.452864,2020-04-16,977,8,167,0.82,17.09,82.09
Slovaquie,48.741152,19.452864,2020-04-15,863,6,151,0.70,17.50,81.81
Slovaquie,48.741152,19.452864,2020-04-14,835,2,113,0.24,13.53,86.23
Slovaquie,48.741152,19.452864,2020-04-13,769,2,107,0.26,13.91,85.83
Slovaquie,48.741152,19.452864,2020-04-12,742,2,23,0.27,3.10,96.63
Slovaquie,48.741152,19.452864,2020-04-11,728,2,23,0.27,3.16,96.57
Slovaquie,48.741152,19.452864,2020-04-10,715,2,23,0.28,3.22,96.50
Slovaquie,48.741152,19.452864,2020-04-09,701,2,23,0.29,3.28,96.43
Slovaquie,48.741152,19.452864,2020-04-08,682,2,16,0.29,2.35,97.36
Slovaquie,48.741152,19.452864,2020-04-07,581,2,13,0.34,2.24,97.42
Slovaquie,48.741152,19.452864,2020-04-06,534,2,8,0.37,1.50,98.13
Slovaquie,48.741152,19.452864,2020-04-05,485,1,10,0.21,2.06,97.73
Slovaquie,48.741152,19.452864,2020-04-04,471,1,10,0.21,2.12,97.66
Slovaquie,48.741152,19.452864,2020-04-03,450,1,10,0.22,2.22,97.56
Slovaquie,48.741152,19.452864,2020-04-02,426,1,5,0.23,1.17,98.59
Slovaquie,48.741152,19.452864,2020-04-01,400,1,3,0.25,0.75,99.00
Slovaquie,48.741152,19.452864,2020-03-31,363,0,3,0.00,0.83,99.17
Slovaquie,48.741152,19.452864,2020-03-30,336,0,7,0.00,2.08,97.92
Slovaquie,48.741152,19.452864,2020-03-29,314,0,2,0.00,0.64,99.36
Slovaquie,48.741152,19.452864,2020-03-28,292,0,2,0.00,0.68,99.32
Slovaquie,48.741152,19.452864,2020-03-27,269,0,2,0.00,0.74,99.26
Slovaquie,48.741152,19.452864,2020-03-26,226,0,2,0.00,0.88,99.12
Slovaquie,48.741152,19.452864,2020-03-25,216,0,7,0.00,3.24,96.76
Slovaquie,48.741152,19.452864,2020-03-24,204,0,7,0.00,3.43,96.57
Slovaquie,48.741152,19.452864,2020-03-23,186,0,7,0.00,3.76,96.24
Slovaquie,48.741152,19.452864,2020-03-22,185,0,7,0.00,3.78,96.22
Slovaquie,48.741152,19.452864,2020-03-21,178,1,0,0.56,0.00,99.44
Slovaquie,48.741152,19.452864,2020-03-20,137,1,0,0.73,0.00,99.27
Slovaquie,48.741152,19.452864,2020-03-19,123,1,0,0.81,0.00,99.19
Slovaquie,48.741152,19.452864,2020-03-18,105,1,0,0.95,0.00,99.05
Slovaquie,48.741152,19.452864,2020-03-17,72,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-16,63,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-15,54,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-14,44,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-13,32,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-12,16,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-11,10,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-10,7,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-09,3,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-08,3,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-07,1,0,0,0.00,0.00,100.00
Slovaquie,48.741152,19.452864,2020-03-06,1,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-04-28,1408,86,223,6.11,15.84,78.05
Slovénie,45.813311,14.480836,2020-04-27,1402,83,221,5.92,15.76,78.32
Slovénie,45.813311,14.480836,2020-04-26,1396,82,221,5.87,15.83,78.30
Slovénie,45.813311,14.480836,2020-04-25,1388,81,219,5.84,15.78,78.39
Slovénie,45.813311,14.480836,2020-04-24,1373,80,211,5.83,15.37,78.81
Slovénie,45.813311,14.480836,2020-04-23,1366,79,211,5.78,15.45,78.77
Slovénie,45.813311,14.480836,2020-04-22,1353,79,205,5.84,15.15,79.01
Slovénie,45.813311,14.480836,2020-04-21,1344,77,197,5.73,14.66,79.61
Slovénie,45.813311,14.480836,2020-04-20,1335,77,193,5.77,14.46,79.78
Slovénie,45.813311,14.480836,2020-04-19,1330,74,192,5.56,14.44,80.00
Slovénie,45.813311,14.480836,2020-04-18,1317,70,190,5.32,14.43,80.26
Slovénie,45.813311,14.480836,2020-04-17,1304,66,174,5.06,13.34,81.60
Slovénie,45.813311,14.480836,2020-04-16,1268,61,174,4.81,13.72,81.47
Slovénie,45.813311,14.480836,2020-04-15,1248,61,165,4.89,13.22,81.89
Slovénie,45.813311,14.480836,2020-04-14,1220,56,152,4.59,12.46,82.95
Slovénie,45.813311,14.480836,2020-04-13,1212,55,152,4.54,12.54,82.92
Slovénie,45.813311,14.480836,2020-04-12,1205,53,150,4.40,12.45,83.15
Slovénie,45.813311,14.480836,2020-04-11,1188,50,148,4.21,12.46,83.33
Slovénie,45.813311,14.480836,2020-04-10,1160,45,137,3.88,11.81,84.31
Slovénie,45.813311,14.480836,2020-04-09,1124,43,128,3.83,11.39,84.79
Slovénie,45.813311,14.480836,2020-04-08,1091,40,120,3.67,11.00,85.33
Slovénie,45.813311,14.480836,2020-04-07,1059,36,102,3.40,9.63,86.97
Slovénie,45.813311,14.480836,2020-04-06,1021,30,102,2.94,9.99,87.07
Slovénie,45.813311,14.480836,2020-04-05,997,28,79,2.81,7.92,89.27
Slovénie,45.813311,14.480836,2020-04-04,977,22,79,2.25,8.09,89.66
Slovénie,45.813311,14.480836,2020-04-03,934,20,70,2.14,7.49,90.36
Slovénie,45.813311,14.480836,2020-04-02,897,17,70,1.90,7.80,90.30
Slovénie,45.813311,14.480836,2020-04-01,841,15,10,1.78,1.19,97.03
Slovénie,45.813311,14.480836,2020-03-31,802,15,10,1.87,1.25,96.88
Slovénie,45.813311,14.480836,2020-03-30,756,11,10,1.46,1.32,97.22
Slovénie,45.813311,14.480836,2020-03-29,730,11,10,1.51,1.37,97.12
Slovénie,45.813311,14.480836,2020-03-28,684,9,10,1.32,1.46,97.22
Slovénie,45.813311,14.480836,2020-03-27,632,9,10,1.42,1.58,96.99
Slovénie,45.813311,14.480836,2020-03-26,562,6,10,1.07,1.78,97.15
Slovénie,45.813311,14.480836,2020-03-25,528,5,10,0.95,1.89,97.16
Slovénie,45.813311,14.480836,2020-03-24,480,4,3,0.83,0.63,98.54
Slovénie,45.813311,14.480836,2020-03-23,442,3,0,0.68,0.00,99.32
Slovénie,45.813311,14.480836,2020-03-22,414,2,0,0.48,0.00,99.52
Slovénie,45.813311,14.480836,2020-03-21,383,1,0,0.26,0.00,99.74
